ID	GeneID	geneSymbol	chr	strand	riExonStart_0base	riExonEnd	upstreamES	upstreamEE	downstreamES	downstreamEE
1899	"ENSMUSG00000078765.11"	"U2af1l4"	chr7	+	30564081	30564301	30564081	30564131	30564202	30564301
1900	"ENSMUSG00000078765.11"	"U2af1l4"	chr7	+	30564081	30564607	30564081	30564131	30564473	30564607
1901	"ENSMUSG00000078765.11"	"U2af1l4"	chr7	+	30564081	30564607	30564081	30564301	30564473	30564607
1902	"ENSMUSG00000078765.11"	"U2af1l4"	chr7	+	30564202	30564607	30564202	30564228	30564473	30564607
1903	"ENSMUSG00000078765.11"	"U2af1l4"	chr7	+	30564202	30564607	30564202	30564394	30564473	30564607
1904	"ENSMUSG00000046364.14"	"Rpl27a"	chr7	+	109519584	109519993	109519584	109519648	109519917	109519993
1905	"ENSMUSG00000006344.17"	"Ggt5"	chr10	+	75603966	75604800	75603966	75604162	75604642	75604800
1906	"ENSMUSG00000006344.17"	"Ggt5"	chr10	+	75603966	75605402	75603966	75604800	75605255	75605402
1907	"ENSMUSG00000006344.17"	"Ggt5"	chr10	+	75608750	75609657	75608750	75608887	75609198	75609657
1908	"ENSMUSG00000034789.8"	"Rab24"	chr13	-	55320502	55320844	55320502	55320553	55320744	55320844
1909	"ENSMUSG00000034789.8"	"Rab24"	chr13	-	55321101	55321458	55321101	55321180	55321389	55321458
1910	"ENSMUSG00000024610.14"	"Cd74"	chr18	+	60812151	60812646	60812151	60812365	60812422	60812646
1911	"ENSMUSG00000063549.4"	"Olfr322"	chr11	+	58665549	58669528	58665549	58667623	58667833	58669528
1912	"ENSMUSG00000030815.11"	"Phkg2"	chr7	+	127577534	127578029	127577534	127577646	127577974	127578029
1913	"ENSMUSG00000030815.11"	"Phkg2"	chr7	+	127577534	127578029	127577534	127577688	127577974	127578029
1914	"ENSMUSG00000030815.11"	"Phkg2"	chr7	+	127577534	127578029	127577534	127577710	127577974	127578029
1915	"ENSMUSG00000073889.10"	"Il11ra1"	chr4	+	41765274	41765552	41765274	41765307	41765385	41765552
1916	"ENSMUSG00000073889.10"	"Il11ra1"	chr4	+	41765385	41766274	41765385	41765552	41766110	41766274
1917	"ENSMUSG00000075702.9"	"Selm"	chr11	+	3516485	3516920	3516485	3516520	3516841	3516920
1918	"ENSMUSG00000027438.14"	"Napb"	chr2	-	148707158	148709433	148707158	148707205	148709316	148709433
1919	"ENSMUSG00000045648.15"	"Vwc2l"	chr1	+	70728698	70729168	70728698	70728878	70729019	70729168
1920	"ENSMUSG00000062712.3"	"Olfr531"	chr7	-	140399044	140402918	140399044	140400964	140402652	140402918
1921	"ENSMUSG00000062712.3"	"Olfr531"	chr7	-	140399044	140402918	140399044	140401098	140402652	140402918
1922	"ENSMUSG00000062712.3"	"Olfr531"	chr7	-	140399044	140402918	140399044	140401108	140402652	140402918
1923	"ENSMUSG00000029578.15"	"Wipi2"	chr5	+	142658191	142659162	142658191	142658288	142659064	142659162
1924	"ENSMUSG00000019734.16"	"Tmc4"	chr7	-	3665790	3666180	3665790	3666008	3666101	3666180
1925	"ENSMUSG00000019734.16"	"Tmc4"	chr7	-	3667047	3667624	3667047	3667178	3667440	3667624
1926	"ENSMUSG00000019734.16"	"Tmc4"	chr7	-	3671273	3672110	3671273	3671441	3671962	3672110
1927	"ENSMUSG00000060397.6"	"Zfp128"	chr7	+	12884642	12885118	12884642	12884769	12885022	12885118
1928	"ENSMUSG00000060036.14"	"Rpl3"	chr15	-	80079689	80080552	80079689	80079850	80080365	80080552
1929	"ENSMUSG00000060036.14"	"Rpl3"	chr15	-	80080895	80081783	80080895	80081031	80081614	80081783
1930	"ENSMUSG00000060036.14"	"Rpl3"	chr15	-	80080895	80081783	80080895	80081211	80081614	80081783
1931	"ENSMUSG00000041354.15"	"Rgl2"	chr17	+	33932039	33932371	33932039	33932218	33932320	33932371
1932	"ENSMUSG00000048794.14"	"Cfap100"	chr6	-	90409341	90409650	90409341	90409493	90409601	90409650
1933	"ENSMUSG00000071204.10"	"RP23-432M19.1"	chr6	+	122138316	122138554	122138316	122138442	122138496	122138554
1934	"ENSMUSG00000063870.12"	"Chd4"	chr6	+	125120204	125120556	125120204	125120385	125120469	125120556
1935	"ENSMUSG00000030142.10"	"Clec4e"	chr6	-	123286207	123286518	123286207	123286359	123286431	123286518
1936	"ENSMUSG00000030142.10"	"Clec4e"	chr6	-	123286207	123288989	123286207	123286359	123288893	123288989
1937	"ENSMUSG00000030142.10"	"Clec4e"	chr6	-	123286207	123288989	123286207	123286518	123288893	123288989
1938	"ENSMUSG00000040356.16"	"Skiv2l"	chr17	-	34845003	34845314	34845003	34845100	34845167	34845314
1939	"ENSMUSG00000040356.16"	"Skiv2l"	chr17	-	34845648	34845912	34845648	34845755	34845827	34845912
1940	"ENSMUSG00000040356.16"	"Skiv2l"	chr17	-	34846026	34846667	34846026	34846147	34846521	34846667
1941	"ENSMUSG00000040356.16"	"Skiv2l"	chr17	-	34846026	34846667	34846026	34846173	34846521	34846667
1942	"ENSMUSG00000040356.16"	"Skiv2l"	chr17	-	34846866	34847324	34846866	34846995	34847142	34847324
1943	"ENSMUSG00000027667.13"	"Zfp639"	chr3	+	32515283	32517139	32515283	32515352	32517028	32517139
1944	"ENSMUSG00000038775.14"	"Vill"	chr9	+	119058004	119058516	119058004	119058079	119058310	119058516
1945	"ENSMUSG00000038775.14"	"Vill"	chr9	+	119067410	119068456	119067410	119067556	119068311	119068456
1946	"ENSMUSG00000043807.6"	"Ly6g5b"	chr17	-	35115117	35115428	35115117	35115246	35115342	35115428
1947	"ENSMUSG00000038773.11"	"Kdm3b"	chr18	+	34794449	34795780	34794449	34794563	34795674	34795780
1948	"ENSMUSG00000002319.16"	"Ipo4"	chr14	-	55628793	55629175	55628793	55628987	55629066	55629175
1949	"ENSMUSG00000022443.17"	"Myh9"	chr15	-	77791047	77791779	77791047	77791146	77791715	77791779
1950	"ENSMUSG00000038895.16"	"Zfp653"	chr9	-	22055992	22056528	22055992	22056092	22056413	22056528
1951	"ENSMUSG00000038895.16"	"Zfp653"	chr9	-	22057500	22058415	22057500	22057678	22057803	22058415
1952	"ENSMUSG00000038895.16"	"Zfp653"	chr9	-	22057500	22058415	22057500	22057702	22057803	22058415
1953	"ENSMUSG00000006216.10"	"Clcnkb"	chr4	-	141404352	141404839	141404352	141404632	141404752	141404839
1954	"ENSMUSG00000026873.9"	"Phf19"	chr2	-	34911163	34911802	34911163	34911245	34911616	34911802
1955	"ENSMUSG00000032127.9"	"Vps11"	chr9	-	44353836	44354291	44353836	44353998	44354102	44354291
1956	"ENSMUSG00000032127.9"	"Vps11"	chr9	-	44355698	44356429	44355698	44355850	44356227	44356429
1957	"ENSMUSG00000032127.9"	"Vps11"	chr9	-	44355698	44356429	44355698	44355850	44356294	44356429
1958	"ENSMUSG00000017405.14"	"Nek8"	chr11	-	78170612	78171298	78170612	78170794	78170872	78171298
1959	"ENSMUSG00000017405.14"	"Nek8"	chr11	-	78170872	78171298	78170872	78170952	78171089	78171298
1960	"ENSMUSG00000017405.14"	"Nek8"	chr11	-	78170872	78172683	78170872	78171298	78172450	78172683
1961	"ENSMUSG00000027193.12"	"Api5"	chr2	-	94426932	94427577	94426932	94427084	94427511	94427577
1962	"ENSMUSG00000025736.14"	"Jmjd8"	chr17	+	25829605	25829853	25829605	25829702	25829784	25829853
1963	"ENSMUSG00000025736.14"	"Jmjd8"	chr17	+	25829941	25830206	25829941	25830061	25830138	25830206
1964	"ENSMUSG00000054526.5"	"Olfr1500"	chr19	-	13826881	13828853	13826881	13828273	13828720	13828853
1965	"ENSMUSG00000054526.5"	"Olfr1500"	chr19	-	13826881	13828853	13826881	13828570	13828720	13828853
1966	"ENSMUSG00000075376.10"	"Rc3h2"	chr2	-	37389584	37389890	37389584	37389774	37389856	37389890
1967	"ENSMUSG00000053552.14"	"Ebf4"	chr2	+	130361828	130362161	130361828	130361894	130361989	130362161
1968	"ENSMUSG00000096780.7"	"Tmem181b-ps"	chr17	-	6447344	6448616	6447344	6447402	6448524	6448616
1969	"ENSMUSG00000035242.15"	"Oaz1"	chr10	+	80828236	80828382	80828236	80828291	80828295	80828382
1970	"ENSMUSG00000035242.15"	"Oaz1"	chr10	+	80828236	80828382	80828236	80828294	80828295	80828382
1971	"ENSMUSG00000038524.13"	"Fchsd1"	chr18	-	37963127	37963421	37963127	37963211	37963292	37963421
1972	"ENSMUSG00000027639.16"	"Samhd1"	chr2	-	157099400	157101443	157099400	157099503	157101320	157101443
1973	"ENSMUSG00000042447.13"	"Mios"	chr6	+	8233049	8234361	8233049	8233254	8234231	8234361
1974	"ENSMUSG00000020463.15"	"Ppp4r3b"	chr11	+	29218455	29220797	29218455	29218685	29220543	29220797
1975	"ENSMUSG00000020831.18"	"RP23-198E14.7"	chr11	-	70235205	70235800	70235205	70235464	70235695	70235800
1976	"ENSMUSG00000043843.16"	"Tmem145"	chr7	+	25307447	25307676	25307447	25307534	25307616	25307676
1977	"ENSMUSG00000033124.15"	"Atg9a"	chr1	-	75180864	75182737	75180864	75181931	75182591	75182737
1978	"ENSMUSG00000097709.8"	"RP24-459P6.1"	chr13	+	3478242	3480001	3478242	3478352	3479908	3480001
1979	"ENSMUSG00000049339.16"	"Fam134a"	chr1	+	75146429	75147909	75146429	75146719	75146830	75147909
1980	"ENSMUSG00000040327.16"	"Cul9"	chr17	-	46500604	46500930	46500604	46500875	46500905	46500930
1981	"ENSMUSG00000040327.16"	"Cul9"	chr17	-	46521335	46521984	46521335	46521515	46521850	46521984
1982	"ENSMUSG00000006179.9"	"Prss16"	chr13	-	22002925	22003325	22002925	22003071	22003145	22003325
1983	"ENSMUSG00000063157.9"	"Csn2"	chr5	-	87696153	87698090	87696153	87696177	87698027	87698090
1984	"ENSMUSG00000022475.19"	"Hdac7"	chr15	-	97800694	97802125	97800694	97800802	97802075	97802125
1985	"ENSMUSG00000006649.17"	"Nphs1"	chr7	+	30481641	30481816	30481641	30481666	30481740	30481816
1986	"ENSMUSG00000062202.13"	"Btbd9"	chr17	-	30215523	30220570	30215523	30220144	30220344	30220570
1987	"ENSMUSG00000020477.10"	"Mrps24"	chr11	-	5707297	5707555	5707297	5707409	5707486	5707555
1988	"ENSMUSG00000010796.11"	"Asz1"	chr6	-	18054527	18055540	18054527	18054641	18055434	18055540
1989	"ENSMUSG00000094152.5"	"Slc6a16"	chr7	+	45268447	45268932	45268447	45268649	45268772	45268932
1990	"ENSMUSG00000094870.8"	"Zfp131"	chr13	-	119775766	119776449	119775766	119775989	119776091	119776449
1991	"ENSMUSG00000061296.2"	"Vmn1r210"	chr13	-	22825874	22829207	22825874	22828356	22828740	22829207
1992	"ENSMUSG00000013928.13"	"Thap8"	chr7	+	30289532	30290237	30289532	30289727	30289729	30290237
1993	"ENSMUSG00000041747.3"	"Utp15"	chr13	-	98257835	98259289	98257835	98258014	98259104	98259289
1994	"ENSMUSG00000033799.10"	"Fam208b"	chr13	-	3599938	3600334	3599938	3600062	3600191	3600334
1995	"ENSMUSG00000038822.15"	"Hace1"	chr10	+	45700953	45709994	45700953	45701024	45709880	45709994
1996	"ENSMUSG00000053470.13"	"Kdm3a"	chr6	-	71620137	71620568	71620137	71620210	71620443	71620568
1997	"ENSMUSG00000040940.18"	"Arhgef1"	chr7	+	24912056	24912352	24912056	24912155	24912309	24912352
1998	"ENSMUSG00000040940.18"	"Arhgef1"	chr7	+	24918519	24919351	24918519	24918531	24919183	24919351
1999	"ENSMUSG00000040940.18"	"Arhgef1"	chr7	+	24923658	24923970	24923658	24923734	24923802	24923970
2000	"ENSMUSG00000040940.18"	"Arhgef1"	chr7	+	24924795	24925062	24924795	24924883	24924975	24925062
2001	"ENSMUSG00000029034.9"	"Ints11"	chr4	+	155885564	155886156	155885564	155885703	155886091	155886156
2002	"ENSMUSG00000029034.9"	"Ints11"	chr4	+	155888047	155888326	155888047	155888109	155888183	155888326
2003	"ENSMUSG00000096768.7"	"Gm47283"	chrY	+	90816348	90816464	90816348	90816433	90816435	90816464
2004	"ENSMUSG00000037974.16"	"Muc5ac"	chr7	+	141806947	141810811	141806947	141807712	141809821	141810811
2005	"ENSMUSG00000037974.16"	"Muc5ac"	chr7	+	141806947	141810811	141806947	141808195	141810304	141810811
2006	"ENSMUSG00000029092.9"	"RP24-442E2.2"	chr5	-	45163299	45163457	45163299	45163370	45163374	45163457
2007	"ENSMUSG00000032936.13"	"Camkv"	chr9	+	107945789	107946217	107945789	107945864	107946078	107946217
2008	"ENSMUSG00000020812.17"	"RP23-313J14.6"	chr11	+	116674299	116675798	116674299	116674375	116675507	116675798
2009	"ENSMUSG00000054517.9"	"Trim65"	chr11	-	116127437	116127931	116127437	116127615	116127697	116127931
2010	"ENSMUSG00000024188.15"	"Luc7l"	chr17	+	26253973	26255125	26253973	26254044	26255030	26255125
2011	"ENSMUSG00000045013.7"	"Olfr711"	chr7	-	106969693	106974158	106969693	106972400	106974089	106974158
2012	"ENSMUSG00000028071.12"	"Sh2d2a"	chr3	+	87847636	87848539	87847636	87847791	87848357	87848539
2013	"ENSMUSG00000003226.7"	"Ranbp2"	chr10	+	58455218	58455954	58455218	58455449	58455808	58455954
2014	"ENSMUSG00000033762.8"	"Recql4"	chr15	-	76704986	76705443	76704986	76705116	76705190	76705443
2015	"ENSMUSG00000033762.8"	"Recql4"	chr15	-	76705190	76705856	76705190	76705443	76705593	76705856
2016	"ENSMUSG00000033762.8"	"Recql4"	chr15	-	76708801	76709551	76708801	76708951	76709340	76709551
2017	"ENSMUSG00000033762.8"	"Recql4"	chr15	-	76709767	76710198	76709767	76709908	76710100	76710198
2018	"ENSMUSG00000017747.13"	"Ghdc"	chr11	-	100768013	100768289	100768013	100768147	100768217	100768289
2019	"ENSMUSG00000056260.15"	"Lrif1"	chr3	+	106731662	106733142	106731662	106732614	106733115	106733142
2020	"ENSMUSG00000056383.10"	"RP24-269A16.1"	chr7	-	41372922	41375374	41372922	41374044	41375066	41375374
2021	"ENSMUSG00000062647.16"	"Rpl7a"	chr2	+	26912670	26913057	26912670	26912801	26912987	26913057
2022	"ENSMUSG00000028641.16"	"P3h1"	chr4	+	119241481	119241804	119241481	119241534	119241661	119241804
2023	"ENSMUSG00000028641.16"	"P3h1"	chr4	+	119241481	119241804	119241481	119241534	119241682	119241804
2024	"ENSMUSG00000028641.16"	"P3h1"	chr4	+	119244956	119245107	119244956	119244996	119245090	119245107
2025	"ENSMUSG00000028641.16"	"P3h1"	chr4	+	119247890	119248972	119247890	119248003	119248183	119248972
2026	"ENSMUSG00000068234.7"	"Vmn1r44"	chr6	+	89893242	89894888	89893242	89893358	89893551	89894888
2027	"ENSMUSG00000032567.15"	"Aste1"	chr9	+	105396544	105397858	105396544	105396705	105396797	105397858
2028	"ENSMUSG00000032567.15"	"Aste1"	chr9	+	105396544	105397858	105396544	105396705	105397624	105397858
2029	"ENSMUSG00000035953.14"	"Tmem55b"	chr14	-	50929005	50929307	50929005	50929058	50929201	50929307
2030	"ENSMUSG00000060550.15"	"H2-Q7"	chr17	+	35442677	35442794	35442677	35442727	35442731	35442794
2031	"ENSMUSG00000025982.13"	"Sf3b1"	chr1	-	55014482	55016490	55014482	55014562	55016375	55016490
2032	"ENSMUSG00000021893.14"	"Capn7"	chr14	+	31370701	31371984	31370701	31370794	31370877	31371984
2033	"ENSMUSG00000004677.17"	"Myo9b"	chr8	+	71348330	71349194	71348330	71348901	71348934	71349194
2034	"ENSMUSG00000024792.8"	"Zfpl1"	chr19	-	6082180	6082471	6082180	6082327	6082398	6082471
2035	"ENSMUSG00000001065.15"	"Zfp276"	chr8	+	123264815	123265070	123264815	123264926	123264994	123265070
2036	"ENSMUSG00000062478.16"	"Ctrc"	chr4	-	141845181	141845272	141845181	141845187	141845189	141845272
2037	"ENSMUSG00000056883.5"	"Olfr533"	chr7	+	140465413	140468126	140465413	140465587	140466069	140468126
2038	"ENSMUSG00000056883.5"	"Olfr533"	chr7	+	140465413	140468126	140465413	140465587	140466806	140468126
2039	"ENSMUSG00000001750.15"	"Tcirg1"	chr19	-	3898547	3898875	3898547	3898638	3898717	3898875
2040	"ENSMUSG00000001750.15"	"Tcirg1"	chr19	-	3901890	3902556	3901890	3902035	3902343	3902556
2041	"ENSMUSG00000001750.15"	"Tcirg1"	chr19	-	3903045	3903428	3903045	3903172	3903339	3903428
2042	"ENSMUSG00000035711.5"	"Dok3"	chr13	-	55527331	55528554	55527331	55527637	55528448	55528554
2043	"ENSMUSG00000002799.6"	"Jag2"	chr12	-	112915470	112915993	112915470	112915517	112915604	112915993
2044	"ENSMUSG00000002799.6"	"Jag2"	chr12	-	112915604	112915993	112915604	112915718	112915879	112915993
2045	"ENSMUSG00000002799.6"	"Jag2"	chr12	-	112916603	112916939	112916603	112916723	112916808	112916939
2046	"ENSMUSG00000051113.9"	"Fam71e1"	chr7	+	44500149	44501133	44500149	44500438	44500967	44501133
2047	"ENSMUSG00000035228.15"	"Ccdc106"	chr7	+	5059495	5060785	5059495	5059705	5060206	5060785
2048	"ENSMUSG00000039157.12"	"Fam102a"	chr2	+	32558317	32560155	32558317	32558347	32560038	32560155
2049	"ENSMUSG00000047511.6"	"Olfr1396"	chr11	-	49114418	49114874	49114418	49114549	49114821	49114874
2050	"ENSMUSG00000047511.6"	"Olfr1396"	chr11	-	49114418	49114874	49114418	49114549	49114825	49114874
2051	"ENSMUSG00000022559.8"	"Fbxl6"	chr15	-	76537916	76538735	76537916	76538075	76538324	76538735
2052	"ENSMUSG00000040860.16"	"Crocc"	chr4	-	141017853	141018381	141017853	141018033	141018249	141018381
2053	"ENSMUSG00000040860.16"	"Crocc"	chr4	-	141019707	141020489	141019707	141019932	141020273	141020489
2054	"ENSMUSG00000031729.6"	"Ist1"	chr8	-	109675375	109676850	109675375	109675424	109676757	109676850
2055	"ENSMUSG00000030782.16"	"Tgfb1i1"	chr7	+	128248017	128248472	128248017	128248292	128248419	128248472
2056	"ENSMUSG00000030782.16"	"Tgfb1i1"	chr7	+	128248419	128248720	128248419	128248472	128248577	128248720
2057	"ENSMUSG00000030782.16"	"Tgfb1i1"	chr7	+	128248419	128248720	128248419	128248472	128248643	128248720
2058	"ENSMUSG00000030782.16"	"Tgfb1i1"	chr7	+	128248577	128248974	128248577	128248720	128248886	128248974
2059	"ENSMUSG00000030782.16"	"Tgfb1i1"	chr7	+	128248886	128249195	128248886	128248974	128249089	128249195
2060	"ENSMUSG00000030782.16"	"Tgfb1i1"	chr7	+	128248886	128249195	128248886	128248974	128249120	128249195
2061	"ENSMUSG00000006342.15"	"Susd2"	chr10	-	75639833	75640657	75639833	75640102	75640188	75640657
2062	"ENSMUSG00000006342.15"	"Susd2"	chr10	-	75640188	75640657	75640188	75640274	75640455	75640657
2063	"ENSMUSG00000025478.15"	"Dpysl4"	chr7	+	139091861	139093667	139091861	139092026	139093605	139093667
2064	"ENSMUSG00000025478.15"	"Dpysl4"	chr7	+	139093760	139094462	139093760	139093841	139094393	139094462
2065	"ENSMUSG00000072754.9"	"Lrcol1"	chr5	+	110354229	110354616	110354229	110354293	110354490	110354616
2066	"ENSMUSG00000025578.9"	"Cbx8"	chr11	-	119039931	119040159	119039931	119039998	119040093	119040159
2067	"ENSMUSG00000026925.16"	"Inpp5e"	chr2	-	26399232	26399574	26399232	26399348	26399412	26399574
2068	"ENSMUSG00000035086.13"	"Becn1"	chr11	-	101289782	101290499	101289782	101289925	101290438	101290499
2069	"ENSMUSG00000035086.13"	"Becn1"	chr11	-	101294000	101295164	101294000	101294147	101294965	101295164
2070	"ENSMUSG00000035086.13"	"Becn1"	chr11	-	101294000	101295164	101294000	101294147	101294969	101295164
2071	"ENSMUSG00000035086.13"	"Becn1"	chr11	-	101294000	101295164	101294000	101294147	101295034	101295164
2072	"ENSMUSG00000035086.13"	"Becn1"	chr11	-	101294000	101295164	101294000	101294228	101295034	101295164
2073	"ENSMUSG00000035086.13"	"Becn1"	chr11	-	101295533	101296316	101295533	101295624	101296193	101296316
2074	"ENSMUSG00000035086.13"	"Becn1"	chr11	-	101295533	101296316	101295533	101295624	101296257	101296316
2075	"ENSMUSG00000002413.15"	"Braf"	chr6	-	39677377	39677641	39677377	39677472	39677571	39677641
2076	"ENSMUSG00000024906.9"	"Mus81"	chr19	-	5483454	5483665	5483454	5483558	5483634	5483665
2077	"ENSMUSG00000024906.9"	"Mus81"	chr19	-	5485487	5486114	5485487	5485625	5486028	5486114
2078	"ENSMUSG00000001986.16"	"Gria3"	chrX	+	41654005	41654924	41654005	41654253	41654809	41654924
2079	"ENSMUSG00000022562.15"	"Oplah"	chr15	-	76296602	76297018	76296602	76296781	76296920	76297018
2080	"ENSMUSG00000022562.15"	"Oplah"	chr15	-	76297618	76298040	76297618	76297768	76297905	76298040
2081	"ENSMUSG00000039205.16"	"Ciz1"	chr2	+	32370863	32371408	32370863	32371101	32371248	32371408
2082	"ENSMUSG00000039205.16"	"Ciz1"	chr2	+	32370863	32371408	32370863	32371113	32371248	32371408
2083	"ENSMUSG00000039205.16"	"Ciz1"	chr2	+	32374341	32375572	32374341	32374466	32375484	32375572
2084	"ENSMUSG00000039205.16"	"Ciz1"	chr2	+	32376265	32377362	32376265	32376427	32377292	32377362
2085	"ENSMUSG00000003435.9"	"Supt5"	chr7	-	28329258	28329484	28329258	28329324	28329415	28329484
2086	"ENSMUSG00000078762.10"	"Haus5"	chr7	-	30659062	30659413	30659062	30659126	30659288	30659413
2087	"ENSMUSG00000030890.16"	"Ilk"	chr7	+	105740770	105741043	105740770	105740867	105740959	105741043
2088	"ENSMUSG00000030890.16"	"Ilk"	chr7	+	105741373	105741707	105741373	105741483	105741579	105741707
2089	"ENSMUSG00000004270.13"	"Lpcat3"	chr6	+	124700006	124700278	124700006	124700100	124700240	124700278
2090	"ENSMUSG00000028898.15"	"Trnau1ap"	chr4	-	132325207	132326045	132325207	132325260	132325945	132326045
2091	"ENSMUSG00000025722.16"	"Wdr73"	chr7	-	80890723	80893341	80890723	80891909	80892975	80893341
2092	"ENSMUSG00000025722.16"	"Wdr73"	chr7	-	80900643	80901232	80900643	80900711	80901184	80901232
2093	"ENSMUSG00000071172.12"	"Srsf3"	chr17	+	29038489	29041293	29038489	29038624	29041206	29041293
2094	"ENSMUSG00000085500.9"	"RP23-13H15.4"	chr14	+	44950042	44951487	44950042	44950240	44951383	44951487
2095	"ENSMUSG00000040997.13"	"Abhd4"	chr14	+	54262650	54263023	54262650	54262757	54262861	54263023
2096	"ENSMUSG00000034863.9"	"Ano8"	chr8	-	71478720	71479058	71478720	71478831	71478926	71479058
2097	"ENSMUSG00000034863.9"	"Ano8"	chr8	-	71480435	71482188	71480435	71481242	71482132	71482188
2098	"ENSMUSG00000026199.17"	"Ankzf1"	chr1	+	75194840	75195712	75194840	75194943	75195062	75195712
2099	"ENSMUSG00000026199.17"	"Ankzf1"	chr1	+	75195062	75195534	75195062	75195292	75195293	75195534
2100	"ENSMUSG00000026199.17"	"Ankzf1"	chr1	+	75195062	75195712	75195062	75195256	75195568	75195712
2101	"ENSMUSG00000026199.17"	"Ankzf1"	chr1	+	75195062	75195712	75195062	75195256	75195599	75195712
2102	"ENSMUSG00000026199.17"	"Ankzf1"	chr1	+	75195800	75196381	75195800	75195948	75196152	75196381
2103	"ENSMUSG00000026199.17"	"Ankzf1"	chr1	+	75197643	75198376	75197643	75198124	75198264	75198376
2104	"ENSMUSG00000036833.16"	"Pnpla7"	chr2	+	25002614	25003032	25002614	25002715	25002888	25003032
2105	"ENSMUSG00000043822.18"	"Adamtsl5"	chr10	-	80342306	80343020	80342306	80342393	80342908	80343020
2106	"ENSMUSG00000043822.18"	"Adamtsl5"	chr10	-	80344832	80345416	80344832	80344941	80345042	80345416
2107	"ENSMUSG00000031389.17"	"Arhgap4"	chrX	-	73899844	73900469	73899844	73899872	73900098	73900469
2108	"ENSMUSG00000031389.17"	"Arhgap4"	chrX	-	73900098	73900469	73900098	73900183	73900277	73900469
2109	"ENSMUSG00000054435.16"	"Gimap4"	chr6	+	48690370	48690948	48690370	48690513	48690776	48690948
2110	"ENSMUSG00000054435.16"	"Gimap4"	chr6	+	48690370	48690948	48690370	48690457	48690841	48690948
2111	"ENSMUSG00000054435.16"	"Gimap4"	chr6	+	48690370	48692060	48690370	48690457	48691365	48692060
2112	"ENSMUSG00000054435.16"	"Gimap4"	chr6	+	48690370	48692060	48690370	48690948	48691397	48692060
2113	"ENSMUSG00000040354.14"	"Mars"	chr10	-	127296540	127296944	127296540	127296633	127296872	127296944
2114	"ENSMUSG00000022203.7"	"Efs"	chr14	-	54920902	54921181	54920902	54921014	54921100	54921181
2115	"ENSMUSG00000019082.18"	"Slc25a22"	chr7	-	141432020	141432753	141432020	141432139	141432613	141432753
2116	"ENSMUSG00000019082.18"	"Slc25a22"	chr7	-	141432020	141432753	141432020	141432139	141432662	141432753
2117	"ENSMUSG00000019082.18"	"Slc25a22"	chr7	-	141432020	141432753	141432020	141432158	141432662	141432753
2118	"ENSMUSG00000019082.18"	"Slc25a22"	chr7	-	141434155	141434329	141434155	141434223	141434300	141434329
2119	"ENSMUSG00000037544.14"	"Dlgap5"	chr14	-	47394136	47395974	47394136	47394317	47395754	47395974
2120	"ENSMUSG00000033819.16"	"Ppp1r16a"	chr15	+	76692836	76693138	76692836	76692940	76693013	76693138
2121	"ENSMUSG00000033819.16"	"Ppp1r16a"	chr15	+	76693013	76693724	76693013	76693138	76693594	76693724
2122	"ENSMUSG00000042606.9"	"Hirip3"	chr7	+	126862599	126862926	126862599	126862720	126862817	126862926
2123	"ENSMUSG00000047502.14"	"Mroh7"	chr4	-	106702482	106703191	106702482	106702637	106703014	106703191
2124	"ENSMUSG00000032182.15"	"Yipf2"	chr9	-	21588681	21589760	21588681	21589558	21589634	21589760
2125	"ENSMUSG00000090137.8"	"Uba52"	chr8	-	70509295	70509634	70509295	70509382	70509520	70509634
2126	"ENSMUSG00000020399.14"	"Havcr2"	chr11	+	46456255	46456594	46456255	46456284	46456431	46456594
2127	"ENSMUSG00000020234.10"	"AC155937.2"	chr10	-	81364541	81364980	81364541	81364667	81364741	81364980
2128	"ENSMUSG00000028737.15"	"Aldh4a1"	chr4	+	139633714	139633989	139633714	139633808	139633896	139633989
2129	"ENSMUSG00000028737.15"	"Aldh4a1"	chr4	+	139640612	139642273	139640612	139640686	139642076	139642273
2130	"ENSMUSG00000014873.15"	"Surf2"	chr2	+	26917427	26919055	26917427	26917531	26918864	26919055
2131	"ENSMUSG00000014873.15"	"Surf2"	chr2	+	26917427	26919055	26917427	26917531	26918872	26919055
2132	"ENSMUSG00000014873.15"	"Surf2"	chr2	+	26917427	26919055	26917427	26917531	26918928	26919055
2133	"ENSMUSG00000075704.16"	"Txnrd2"	chr16	+	18477650	18479070	18477650	18477857	18478857	18479070
2134	"ENSMUSG00000020538.15"	"Srebf1"	chr11	-	60203098	60203607	60203098	60203265	60203345	60203607
2135	"ENSMUSG00000031146.6"	"Plp2"	chrX	-	7669414	7669758	7669414	7669510	7669602	7669758
2136	"ENSMUSG00000026565.18"	"Pou2f1"	chr1	-	165875456	165876048	165875456	165875516	165875902	165876048
2137	"ENSMUSG00000016559.14"	"H3f3b"	chr11	-	116023624	116024019	116023624	116023778	116023881	116024019
2138	"ENSMUSG00000040455.17"	"Usp45"	chr4	+	21834234	21837872	21834234	21834571	21836573	21837872
2139	"ENSMUSG00000048191.15"	"Muc6"	chr7	-	141636282	141640611	141636282	141639874	141640069	141640611
2140	"ENSMUSG00000027330.16"	"Cdc25b"	chr2	+	131192556	131193148	131192556	131192688	131193067	131193148
2141	"ENSMUSG00000041698.11"	"Slco1a1"	chr6	-	141924335	141925750	141924335	141924500	141925528	141925750
