ID	GeneID	geneSymbol	chr	strand	1stExonStart_0base	1stExonEnd	2ndExonStart_0base	2ndExonEnd	upstreamES	upstreamEE	downstreamES	downstreamEE
1180	"ENSMUSG00000026988.15"	"Wdsub1"	chr2	-	59876666	59876851	59878129	59878550	59874238	59874328	59882400	59882547
1186	"ENSMUSG00000037965.14"	"Zc3h7a"	chr16	-	11151865	11151930	11153058	11153263	11151138	11151325	11156019	11156300
1187	"ENSMUSG00000026335.16"	"Pam"	chr1	-	97822935	97822989	97825836	97826040	97821093	97821988	97831454	97831508
1188	"ENSMUSG00000026335.16"	"Pam"	chr1	-	97822935	97822989	97825836	97826037	97821094	97821988	97831454	97831508
1190	"ENSMUSG00000022884.14"	"Eif4a2"	chr16	+	23108718	23108851	23109984	23110153	23108584	23108633	23110233	23110343
1199	"ENSMUSG00000078919.10"	"Dpm1"	chr2	-	168212959	168213028	168217680	168217776	168211365	168211480	168220036	168220113
1210	"ENSMUSG00000010406.12"	"Mrpl52"	chr14	+	54427170	54427238	54428583	54428648	54426929	54427091	54429581	54429749
1211	"ENSMUSG00000013415.9"	"Igf2bp1"	chr11	-	95967548	95967623	95968362	95968482	95966650	95966782	95968798	95968921
1212	"ENSMUSG00000013415.9"	"Igf2bp1"	chr11	-	95968362	95968482	95968798	95968921	95967548	95967623	95969848	95969984
1215	"ENSMUSG00000021576.6"	"Pdcd6"	chr13	-	74311667	74311712	74316329	74316391	74308865	74309842	74317106	74317284
1217	"ENSMUSG00000002109.14"	"Ddb2"	chr2	-	91216665	91216808	91217052	91217230	91212449	91212614	91217306	91217406
1221	"ENSMUSG00000021996.16"	"Esd"	chr14	+	74743218	74743338	74744647	74744746	74742013	74742138	74745549	74745717
1225	"ENSMUSG00000035203.16"	"Epn1"	chr7	+	5083662	5083982	5089918	5090168	5080234	5080477	5092840	5092965
1226	"ENSMUSG00000035203.16"	"Epn1"	chr7	+	5083729	5083982	5089918	5090168	5080292	5080477	5092840	5092965
1229	"ENSMUSG00000002014.12"	"Ssr4"	chrX	+	73790030	73790120	73790358	73790424	73789799	73789874	73790653	73790811
1233	"ENSMUSG00000058301.8"	"Upf1"	chr8	-	70342009	70342177	70343334	70343424	70341459	70341640	70344225	70344365
1240	"ENSMUSG00000020803.3"	"Txndc17"	chr11	+	72208252	72208334	72208729	72208805	72207546	72207768	72209414	72210015
1241	"ENSMUSG00000032400.17"	"Zwilch"	chr9	-	64156012	64156106	64158694	64158766	64155163	64155219	64160820	64160976
1248	"ENSMUSG00000061613.12"	"U2af1"	chr17	-	31651645	31651712	31652501	31652568	31648844	31648894	31658652	31658754
1250	"ENSMUSG00000055116.8"	"Arntl"	chr7	+	113234623	113234696	113274625	113274753	113207464	113207644	113279456	113279582
1253	"ENSMUSG00000030929.17"	"Eri2"	chr7	-	119791100	119791228	119792264	119792343	119790233	119790390	119792430	119792498
1254	"ENSMUSG00000030929.17"	"Eri2"	chr7	-	119791100	119791228	119792264	119792348	119790233	119790390	119792430	119792498
1255	"ENSMUSG00000018076.12"	"Med13l"	chr5	+	118680887	118680971	118718482	118718628	118671012	118671097	118721374	118721569
1257	"ENSMUSG00000018583.5"	"G3bp1"	chr11	+	55485625	55485738	55487478	55487560	55469684	55469801	55489018	55489192
1258	"ENSMUSG00000028702.15"	"Rad54l"	chr4	-	116105757	116105908	116112480	116112541	116101828	116101955	116118837	116118957
1259	"ENSMUSG00000071866.12"	"Ppia"	chr11	+	6418100	6418314	6419112	6419285	6415875	6415979	6419477	6419663
1262	"ENSMUSG00000056486.18"	"Chn1"	chr2	-	73659679	73659757	73679614	73679903	73631745	73631830	73706918	73707032
1265	"ENSMUSG00000038095.15"	"Sbno1"	chr5	-	124410069	124410382	124414398	124414527	124408476	124408577	124425446	124425584
1266	"ENSMUSG00000034075.10"	"Zdhhc5"	chr2	-	84702332	84702454	84710317	84711472	84696242	84696400	84714982	84715180
1278	"ENSMUSG00000034998.18"	"Foxn2"	chr17	+	88479275	88479340	88484400	88484469	88475855	88475950	88486402	88487251
1280	"ENSMUSG00000005262.12"	"Ufd1l"	chr16	+	18815328	18815361	18817902	18818024	18814829	18814962	18821038	18821169
1281	"ENSMUSG00000026404.12"	"Ddx59"	chr1	+	136419409	136419577	136424794	136424884	136416581	136417396	136432311	136432563
1285	"ENSMUSG00000031889.9"	"AC124713.2"	chr8	+	105239977	105240072	105240840	105240938	105238422	105239750	105241026	105241139
1288	"ENSMUSG00000001036.17"	"Epn2"	chr11	-	61548007	61548042	61553509	61553579	61546691	61546911	61565821	61565894
1290	"ENSMUSG00000059923.13"	"Grb2"	chr11	-	115646709	115646878	115649770	115649893	115644044	115645954	115655357	115655455
1291	"ENSMUSG00000059923.13"	"Grb2"	chr11	-	115655357	115655455	115699151	115699356	115649770	115649893	115708393	115708576
1296	"ENSMUSG00000022704.15"	"Qtrtd1"	chr16	-	43871620	43871820	43876628	43876841	43868945	43869097	43877956	43878033
1298	"ENSMUSG00000022704.15"	"Qtrtd1"	chr16	-	43877956	43878033	43880298	43880354	43876628	43876841	43880992	43881213
1302	"ENSMUSG00000028896.13"	"Rcc1"	chr4	-	132337730	132337910	132338050	132338238	132335716	132335813	132339924	132340006
1303	"ENSMUSG00000062170.12"	"Fmr1nb"	chrX	+	68763931	68764009	68768955	68769093	68761933	68762231	68772044	68772141
1304	"ENSMUSG00000070871.10"	"Ccnyl1"	chr1	+	64708377	64708478	64711417	64711453	64702345	64702380	64713110	64713162
1308	"ENSMUSG00000042705.8"	"Commd10"	chr18	+	46963659	46963770	46967739	46967895	46960415	46960506	46990478	46990589
1309	"ENSMUSG00000042705.8"	"Commd10"	chr18	+	46967739	46967895	46990478	46990589	46960415	46960506	47086251	47086311
1310	"ENSMUSG00000042705.8"	"Commd10"	chr18	+	46967739	46967895	46990478	46990589	46963659	46963770	47086251	47086311
1311	"ENSMUSG00000039126.10"	"Prune2"	chr19	+	17193255	17193429	17199112	17199215	17178789	17178990	17199780	17199912
1317	"ENSMUSG00000030268.17"	"Bcat1"	chr6	-	145039434	145039635	145047291	145047363	145034540	145034651	145075888	145076184
1320	"ENSMUSG00000031586.16"	"Rbpms"	chr8	-	33806716	33806850	33834303	33834454	33803938	33804182	33862985	33863048
1321	"ENSMUSG00000031586.16"	"Rbpms"	chr8	-	33834303	33834454	33862985	33863048	33806716	33806850	33864332	33864371
1322	"ENSMUSG00000031586.16"	"Rbpms"	chr8	-	33834303	33834454	33866326	33866404	33806716	33806850	33929475	33929805
1323	"ENSMUSG00000024795.11"	"Kif20b"	chr19	+	34952870	34952990	34954711	34954772	34951490	34951629	34955950	34956076
1324	"ENSMUSG00000066839.12"	"Ecsit"	chr9	-	22076227	22076645	22084022	22084208	22074590	22074814	22085348	22085427
1330	"ENSMUSG00000062115.15"	"Rai1"	chr11	+	60140240	60140370	60185095	60190622	60105012	60105394	60193938	60194032
1331	"ENSMUSG00000062822.8"	"CH36-200G6.4"	chr13	+	119464564	119464690	119469514	119470161	119462771	119463119	119472138	119472240
1332	"ENSMUSG00000062822.8"	"CH36-200G6.4"	chr13	+	119479427	119479522	119480934	119481030	119477683	119477854	119484452	119484493
1333	"ENSMUSG00000037643.14"	"Prkci"	chr3	+	31025129	31025219	31026252	31026303	31018549	31018671	31029485	31029571
1334	"ENSMUSG00000024830.16"	"Rps6kb2"	chr19	-	4162602	4162718	4162821	4162862	4162259	4162328	4163167	4163300
1335	"ENSMUSG00000027091.14"	"Zc3h15"	chr2	+	83653357	83653459	83657015	83657127	83644434	83644727	83658008	83658161
1337	"ENSMUSG00000025451.15"	"Paip1"	chr13	+	119440758	119440871	119445736	119445848	119437968	119438154	119447714	119447840
1343	"ENSMUSG00000002395.14"	"Use1"	chr8	+	71367958	71368111	71368549	71368562	71367643	71367848	71368849	71368877
1347	"ENSMUSG00000025925.14"	"Terf1"	chr1	+	15833400	15833489	15838181	15838288	15831506	15831566	15842920	15843470
1349	"ENSMUSG00000038160.7"	"Atg5"	chr10	+	44303566	44303729	44319459	44319554	44294595	44294674	44346956	44347074
1352	"ENSMUSG00000022099.17"	"Dmtn"	chr14	-	70615233	70615290	70615613	70615713	70614842	70614995	70616073	70616118
1356	"ENSMUSG00000045411.16"	"AC152939.2"	chr7	+	44247237	44247416	44247909	44248059	44246786	44246823	44248251	44248295
1357	"ENSMUSG00000045411.16"	"AC152939.2"	chr7	+	44247250	44247416	44247909	44248059	44246786	44246823	44248251	44248295
1358	"ENSMUSG00000057863.5"	"Rpl36"	chr17	+	56613585	56613680	56613906	56614041	56613394	56613448	56614123	56614243
