ID	GeneID	geneSymbol	chr	strand	longExonStart_0base	longExonEnd	shortES	shortEE	flankingES	flankingEE
1386	"ENSMUSG00000037022.3"	"Mmaa"	chr8	-	79281176	79281654	79281180	79281654	79278201	79278324
1387	"ENSMUSG00000061207.11"	"Stk19"	chr17	-	34831997	34832152	34832012	34832152	34824750	34824848
1388	"ENSMUSG00000032530.14"	"Lyzl4"	chr9	-	121586692	121586990	121586802	121586990	121584333	121584583
1389	"ENSMUSG00000033773.14"	"Rpap2"	chr5	+	107601730	107601859	107601730	107601845	107603525	107603624
1390	"ENSMUSG00000061411.12"	"Nol4l"	chr2	-	153420531	153420809	153420549	153420809	153417959	153418145
1391	"ENSMUSG00000003778.14"	"Brd8"	chr18	-	34608417	34609949	34609804	34609949	34607774	34608055
1392	"ENSMUSG00000054920.12"	"Klhl5"	chr5	+	65162789	65163081	65162789	65163002	65164530	65164702
1393	"ENSMUSG00000040123.17"	"Zmym5"	chr14	-	56797667	56797830	56797684	56797830	56796603	56796810
1394	"ENSMUSG00000061376.2"	"Vmn1r219"	chr13	+	23159311	23159712	23159311	23159698	23162562	23168154
1395	"ENSMUSG00000020017.14"	"Hal"	chr10	+	93503261	93503327	93503261	93503310	93503403	93503569
1396	"ENSMUSG00000057098.14"	"Ebf1"	chr11	+	44621166	44621349	44621166	44621230	44621920	44621976
1397	"ENSMUSG00000057098.14"	"Ebf1"	chr11	+	44883813	44883955	44883813	44883931	44907903	44908037
1398	"ENSMUSG00000054770.16"	"Kctd18"	chr1	-	57965328	57965540	57965350	57965540	57963067	57963261
1399	"ENSMUSG00000038718.15"	"Pbx3"	chr2	-	34224404	34224646	34224544	34224646	34213251	34213442
1400	"ENSMUSG00000001524.14"	"Gtf2h4"	chr17	-	35671225	35671357	35671229	35671357	35670865	35670962
1401	"ENSMUSG00000029920.9"	"Smarcad1"	chr6	+	65056402	65056571	65056402	65056568	65058065	65058132
1402	"ENSMUSG00000066406.15"	"Akap13"	chr7	+	75608484	75611560	75608484	75611548	75614920	75615048
1403	"ENSMUSG00000109975.1"	"RP23-354L15.1"	chr12	+	21545308	21545399	21545308	21545381	21549866	21549954
1404	"ENSMUSG00000059114.8"	"Lrrc74a"	chr12	+	86737671	86737844	86737671	86737800	86740941	86741049
1405	"ENSMUSG00000021589.13"	"Rhobtb3"	chr13	-	75910629	75910995	75910849	75910995	75902177	75902290
1406	"ENSMUSG00000022445.7"	"Cyp2d26"	chr15	-	82793125	82793297	82793204	82793297	82792707	82792860
1407	"ENSMUSG00000037716.15"	"Ccdc33"	chr9	-	58031055	58031262	58031160	58031262	58030333	58030420
1408	"ENSMUSG00000055632.18"	"Hmcn2"	chr2	+	31383649	31383814	31383649	31383780	31384046	31384187
1409	"ENSMUSG00000038425.17"	"Poli"	chr18	-	70524730	70525528	70525375	70525528	70523162	70523399
1410	"ENSMUSG00000075110.2"	"Olfr1214"	chr2	-	88992424	88992653	88992595	88992653	88989774	88989833
1411	"ENSMUSG00000033256.14"	"Shf"	chr2	-	122354028	122354197	122354030	122354197	122353764	122353884
1412	"ENSMUSG00000045404.16"	"Kcnk13"	chr12	+	99964498	99964815	99964498	99964801	99965203	99966280
1413	"ENSMUSG00000046711.15"	"Hmga1"	chr17	+	27559532	27559703	27559532	27559670	27560927	27561011
1414	"ENSMUSG00000030219.13"	"Erp27"	chr6	-	136922028	136922180	136922108	136922180	136921728	136921829
1415	"ENSMUSG00000037805.14"	"Rpl10a"	chr17	+	28328966	28329280	28328966	28329047	28329373	28329522
1416	"ENSMUSG00000028744.15"	"Pqlc2"	chr4	-	139306438	139306690	139306442	139306690	139302424	139302554
1417	"ENSMUSG00000000416.16"	"Cttnbp2"	chr6	-	18433819	18435446	18433982	18435446	18427438	18427642
1418	"ENSMUSG00000039652.16"	"Cpeb3"	chr19	-	37139061	37139221	37139130	37139221	37126331	37126388
1419	"ENSMUSG00000029478.16"	"Ncor2"	chr5	-	125019818	125020046	125019959	125020046	125018810	125018990
1420	"ENSMUSG00000029478.16"	"Ncor2"	chr5	-	125028611	125028798	125028620	125028798	125026801	125027217
1421	"ENSMUSG00000026616.15"	"Cr2"	chr1	-	195151567	195151757	195151571	195151757	195150922	195150946
1422	"ENSMUSG00000029346.12"	"Srrd"	chr5	-	112337975	112338047	112338001	112338047	112337391	112337741
1423	"ENSMUSG00000078700.10"	"RP23-353J21.9"	chr11	+	96959553	96960281	96959553	96959615	96960860	96960996
1424	"ENSMUSG00000062598.3"	"Vmn1r178"	chr7	+	23892008	23892642	23892008	23892280	23893376	23893509
1425	"ENSMUSG00000030683.11"	"Sez6l2"	chr7	+	126968159	126968278	126968159	126968256	126970052	126970270
1426	"ENSMUSG00000032479.15"	"Map4"	chr9	+	110068692	110068985	110068692	110068940	110071025	110071139
1427	"ENSMUSG00000032479.15"	"Map4"	chr9	+	110079780	110079896	110079780	110079893	110081420	110081610
1428	"ENSMUSG00000050157.6"	"RP23-167L1.8"	chr10	-	75939712	75939838	75939719	75939838	75939405	75939480
1429	"ENSMUSG00000060657.8"	"Marf1"	chr16	-	14152025	14152712	14152562	14152712	14151141	14151316
1430	"ENSMUSG00000058715.11"	"Fcer1g"	chr1	-	171230921	171231031	171230995	171231031	171230066	171230087
1431	"ENSMUSG00000075302.10"	"Erich2"	chr2	+	70509459	70509565	70509459	70509544	70509655	70509701
1432	"ENSMUSG00000000131.15"	"Xpo6"	chr7	-	126109913	126110069	126109953	126110069	126108785	126108900
1433	"ENSMUSG00000000131.15"	"Xpo6"	chr7	-	126151223	126153279	126152825	126153279	126149503	126149537
1434	"ENSMUSG00000022861.16"	"Dgkg"	chr16	-	22575058	22575400	22575311	22575400	22572599	22572716
1435	"ENSMUSG00000003812.13"	"Dnase2a"	chr8	+	84908559	84908874	84908559	84908870	84908984	84909162
1436	"ENSMUSG00000031833.10"	"Mast3"	chr8	-	70780194	70780454	70780272	70780454	70778116	70779937
1437	"ENSMUSG00000003190.12"	"Bcl2l12"	chr7	-	44993810	44994271	44994179	44994271	44992743	44993031
1438	"ENSMUSG00000034416.18"	"Pkd1l2"	chr8	-	117047375	117047561	117047378	117047561	117046062	117046187
1439	"ENSMUSG00000037280.12"	"Galnt6"	chr15	-	100729302	100729376	100729306	100729376	100720014	100720235
1440	"ENSMUSG00000021714.15"	"Cenpk"	chr13	+	104234146	104234232	104234146	104234219	104236178	104236225
1441	"ENSMUSG00000086322.7"	"RP23-354H24.6"	chr4	+	134243762	134243822	134243762	134243784	134243903	134243975
1442	"ENSMUSG00000030759.16"	"Far1"	chr7	+	113513860	113514028	113513860	113513937	113525987	113526038
1443	"ENSMUSG00000097451.10"	"Rian"	chr12	+	109656787	109656840	109656787	109656831	109658052	109658121
1444	"ENSMUSG00000026581.14"	"Sell"	chr1	+	164073128	164073228	164073128	164073177	164076141	164076160
1445	"ENSMUSG00000044248.4"	"Vmn1r45"	chr6	-	89940350	89940598	89940486	89940598	89931648	89934741
1446	"ENSMUSG00000026413.12"	"Pkp1"	chr1	-	135889691	135890086	135889929	135890086	135886732	135886877
1447	"ENSMUSG00000023030.16"	"Slc11a2"	chr15	-	100412190	100412262	100412233	100412262	100410082	100410231
1448	"ENSMUSG00000011658.15"	"Fuz"	chr7	+	44896546	44896720	44896546	44896668	44896914	44896999
1449	"ENSMUSG00000011658.15"	"Fuz"	chr7	+	44896546	44896668	44896546	44896645	44897260	44897329
1450	"ENSMUSG00000011658.15"	"Fuz"	chr7	+	44897519	44898700	44897519	44897624	44898775	44898871
1451	"ENSMUSG00000099696.6"	"RP24-247B20.1"	chr9	+	46920530	46921951	46920530	46921746	46922350	46922426
1452	"ENSMUSG00000023993.7"	"Treml1"	chr17	+	48360134	48360467	48360134	48360238	48364858	48364997
1453	"ENSMUSG00000023993.7"	"Treml1"	chr17	+	48364858	48365012	48364858	48364997	48365507	48365593
1454	"ENSMUSG00000017264.16"	"Exosc10"	chr4	+	148572918	148573029	148572918	148572969	148573110	148573189
1455	"ENSMUSG00000097360.8"	"RP23-206J9.5"	chr13	+	67553034	67553353	67553034	67553253	67553573	67554634
1456	"ENSMUSG00000031626.17"	"Sorbs2"	chr8	+	45799709	45799801	45799709	45799798	45800964	45801011
1457	"ENSMUSG00000059070.16"	"Rpl18"	chr7	+	45719528	45720018	45719528	45719636	45720293	45720487
1458	"ENSMUSG00000036980.13"	"Taf6"	chr5	-	138183567	138183721	138183631	138183721	138183313	138183370
1459	"ENSMUSG00000036980.13"	"Taf6"	chr5	-	138186961	138187226	138187169	138187226	138184331	138184547
1460	"ENSMUSG00000028133.17"	"Rwdd3"	chr3	-	121158767	121159255	121158814	121159255	121156400	121156516
1461	"ENSMUSG00000005968.14"	"Tuft1"	chr3	-	94639386	94639469	94639394	94639469	94638924	94639026
1462	"ENSMUSG00000018774.13"	"Cd68"	chr11	-	69665475	69665936	69665502	69665936	69665246	69665366
1463	"ENSMUSG00000054874.12"	"Pcnxl3"	chr19	-	5683276	5683412	5683306	5683412	5681431	5681553
1464	"ENSMUSG00000078765.11"	"U2af1l4"	chr7	+	30564081	30564131	30564081	30564101	30564202	30564301
1465	"ENSMUSG00000078765.11"	"U2af1l4"	chr7	+	30564081	30564301	30564081	30564131	30564473	30564607
1466	"ENSMUSG00000078765.11"	"U2af1l4"	chr7	+	30564202	30564301	30564202	30564228	30564473	30564607
1467	"ENSMUSG00000078765.11"	"U2af1l4"	chr7	+	30564202	30564394	30564202	30564228	30564473	30564607
1468	"ENSMUSG00000078765.11"	"U2af1l4"	chr7	+	30564473	30564607	30564473	30564595	30564702	30564798
1469	"ENSMUSG00000046364.14"	"Rpl27a"	chr7	+	109519584	109519993	109519584	109519648	109520467	109520642
1470	"ENSMUSG00000031553.16"	"Adam3"	chr8	-	24715525	24715602	24715532	24715602	24714936	24715114
1471	"ENSMUSG00000031553.16"	"Adam3"	chr8	-	24725244	24725361	24725278	24725361	24723485	24723541
1472	"ENSMUSG00000063549.4"	"Olfr322"	chr11	+	58659535	58659742	58659535	58659654	58659884	58660053
1473	"ENSMUSG00000030815.11"	"Phkg2"	chr7	+	127577534	127577688	127577534	127577646	127577974	127578029
1474	"ENSMUSG00000030815.11"	"Phkg2"	chr7	+	127577534	127577710	127577534	127577646	127577974	127578029
1475	"ENSMUSG00000030815.11"	"Phkg2"	chr7	+	127577534	127577710	127577534	127577688	127577974	127578029
1476	"ENSMUSG00000030815.11"	"Phkg2"	chr7	+	127577534	127577688	127577534	127577646	127579666	127579732
1477	"ENSMUSG00000030815.11"	"Phkg2"	chr7	+	127577534	127577710	127577534	127577646	127579666	127579732
1478	"ENSMUSG00000030815.11"	"Phkg2"	chr7	+	127577534	127578029	127577534	127577646	127579666	127579732
1479	"ENSMUSG00000030815.11"	"Phkg2"	chr7	+	127577534	127577710	127577534	127577688	127579666	127579732
1480	"ENSMUSG00000030815.11"	"Phkg2"	chr7	+	127577534	127578029	127577534	127577688	127579666	127579732
1481	"ENSMUSG00000030815.11"	"Phkg2"	chr7	+	127577534	127578029	127577534	127577710	127579666	127579732
1482	"ENSMUSG00000061136.14"	"Prpf40a"	chr2	-	53191022	53191250	53191148	53191250	53177352	53177433
1483	"ENSMUSG00000061136.14"	"Prpf40a"	chr2	-	53191022	53191250	53191148	53191250	53189968	53190100
1484	"ENSMUSG00000036923.12"	"Stox1"	chr10	-	62663954	62666325	62666125	62666325	62659042	62659667
1485	"ENSMUSG00000004591.16"	"Pkn2"	chr3	-	142821518	142821704	142821566	142821704	142820536	142820646
1486	"ENSMUSG00000031109.16"	"Enox2"	chrX	-	49023093	49023201	49023126	49023201	49018782	49018894
1487	"ENSMUSG00000031109.16"	"Enox2"	chrX	-	49286844	49286904	49286855	49286904	49168640	49168784
1488	"ENSMUSG00000031109.16"	"Enox2"	chrX	-	49288100	49288242	49288156	49288242	49286844	49286904
1489	"ENSMUSG00000045659.18"	"Plekha7"	chr7	-	116175711	116175812	116175728	116175812	116170661	116170837
1490	"ENSMUSG00000071185.5"	"Olfr1357"	chr10	-	78617899	78618074	78618024	78618074	78613415	78613875
1491	"ENSMUSG00000004994.12"	"Ccdc130"	chr8	-	84262966	84263048	84262992	84263048	84261739	84261800
1492	"ENSMUSG00000048796.7"	"Cyb561d1"	chr3	-	108200626	108200834	108200759	108200834	108200124	108200162
1493	"ENSMUSG00000030142.10"	"Clec4e"	chr6	-	123286207	123288989	123288893	123288989	123285468	123285584
1494	"ENSMUSG00000030142.10"	"Clec4e"	chr6	-	123286431	123288989	123288893	123288989	123286207	123286359
1495	"ENSMUSG00000030965.19"	"Fam175b"	chr7	+	132864962	132865053	132864962	132864983	132869032	132869069
1496	"ENSMUSG00000040298.6"	"Btbd16"	chr7	+	130777086	130777193	130777086	130777145	130779556	130779705
1497	"ENSMUSG00000032680.11"	"RP23-453K8.1"	chr2	+	152441215	152441302	152441215	152441280	152442373	152442492
1498	"ENSMUSG00000021040.15"	"Slirp"	chr12	+	87447563	87447622	87447563	87447598	87449292	87449400
1499	"ENSMUSG00000022940.16"	"Pigp"	chr16	-	94370740	94371015	94370894	94371015	94370088	94370192
1500	"ENSMUSG00000038773.11"	"Kdm3b"	chr18	+	34829167	34829298	34829167	34829258	34830128	34830248
1501	"ENSMUSG00000030271.14"	"Ogg1"	chr6	+	113328364	113328612	113328364	113328479	113329228	113329408
1502	"ENSMUSG00000109783.1"	"RP23-389N20.2"	chr16	+	23521686	23522218	23521686	23521953	23527494	23527606
1503	"ENSMUSG00000007891.16"	"Ctsd"	chr7	-	142377332	142377455	142377350	142377455	142377025	142377170
1504	"ENSMUSG00000029993.16"	"Nfu1"	chr6	+	87020718	87020842	87020718	87020839	87023127	87023188
1505	"ENSMUSG00000032127.9"	"Vps11"	chr9	-	44356227	44356429	44356294	44356429	44355698	44355850
1506	"ENSMUSG00000032318.12"	"Isl2"	chr9	+	55544075	55544364	55544075	55544359	55544940	55545108
1507	"ENSMUSG00000006389.13"	"Mpl"	chr4	-	118455644	118455943	118455668	118455943	118455117	118455280
1508	"ENSMUSG00000073728.10"	"Tmem51os1"	chr4	+	142085680	142085813	142085680	142085731	142086379	142086558
1509	"ENSMUSG00000053552.14"	"Ebf4"	chr2	+	130362245	130362431	130362245	130362341	130365459	130365657
1510	"ENSMUSG00000012609.19"	"Ttll5"	chr12	+	85917674	85917832	85917674	85917774	85918930	85919237
1511	"ENSMUSG00000018841.17"	"Rad51d"	chr11	-	82889668	82889810	82889691	82889810	82883882	82883964
1512	"ENSMUSG00000035242.15"	"Oaz1"	chr10	+	80828236	80828294	80828236	80828291	80828295	80828382
1513	"ENSMUSG00000005779.12"	"Psmb4"	chr3	-	94884897	94885033	94884916	94885033	94884670	94884759
1514	"ENSMUSG00000073705.10"	"Apitd1"	chr4	-	149132258	149132382	149132277	149132382	149131638	149131672
1515	"ENSMUSG00000039219.18"	"Arid4b"	chr13	+	14169918	14170179	14169918	14170071	14181219	14181304
1516	"ENSMUSG00000036990.13"	"Otud4"	chr8	+	79664980	79665143	79664980	79665017	79666715	79666839
1517	"ENSMUSG00000022474.15"	"Pmm1"	chr15	-	81957862	81957910	81957895	81957910	81956168	81956260
1518	"ENSMUSG00000038506.13"	"Dcun1d2"	chr8	-	13280908	13281125	13280916	13281125	13278516	13278685
1519	"ENSMUSG00000020463.15"	"Ppp4r3b"	chr11	+	29209316	29209486	29209316	29209434	29211115	29211255
1520	"ENSMUSG00000020831.18"	"RP23-198E14.7"	chr11	-	70235996	70236211	70236023	70236211	70235205	70235468
1521	"ENSMUSG00000020831.18"	"RP23-198E14.7"	chr11	-	70235996	70236211	70236023	70236211	70235207	70235464
1522	"ENSMUSG00000020831.18"	"RP23-198E14.7"	chr11	-	70236876	70236978	70236887	70236978	70236023	70236211
1523	"ENSMUSG00000020216.13"	"Jsrp1"	chr10	-	80811849	80812104	80812066	80812104	80810463	80810566
1524	"ENSMUSG00000043843.16"	"Tmem145"	chr7	+	25307616	25307718	25307616	25307676	25307820	25307905
1525	"ENSMUSG00000048482.14"	"Bdnf"	chr2	+	109675896	109676312	109675896	109676100	109723381	109727007
1526	"ENSMUSG00000048482.14"	"Bdnf"	chr2	+	109675896	109676395	109675896	109676100	109723381	109727007
1527	"ENSMUSG00000048482.14"	"Bdnf"	chr2	+	109675896	109676395	109675896	109676312	109723381	109727007
1528	"ENSMUSG00000028713.17"	"Cyp4b1"	chr4	-	115635831	115636025	115635873	115636025	115635631	115635738
1529	"ENSMUSG00000057054.11"	"Inca1"	chr11	-	70699919	70700155	70699948	70700155	70695863	70695948
1530	"ENSMUSG00000057054.11"	"Inca1"	chr11	-	70699919	70700155	70699987	70700155	70695863	70695948
1531	"ENSMUSG00000057054.11"	"Inca1"	chr11	-	70699919	70700155	70700057	70700155	70695863	70695948
1532	"ENSMUSG00000057054.11"	"Inca1"	chr11	-	70699948	70700155	70699987	70700155	70695863	70695948
1533	"ENSMUSG00000057054.11"	"Inca1"	chr11	-	70699948	70700155	70700057	70700155	70695863	70695948
1534	"ENSMUSG00000057054.11"	"Inca1"	chr11	-	70699987	70700155	70700057	70700155	70695863	70695948
1535	"ENSMUSG00000073437.10"	"RP24-162O18.3"	chr17	-	24413504	24413928	24413700	24413928	24412466	24412574
1536	"ENSMUSG00000005417.17"	"Mprip"	chr11	+	59737071	59737582	59737071	59737228	59741119	59741261
1537	"ENSMUSG00000022475.19"	"Hdac7"	chr15	-	97800694	97802125	97802075	97802125	97799760	97799816
1538	"ENSMUSG00000008305.18"	"Tle1"	chr4	-	72169091	72169196	72169121	72169196	72158212	72158417
1539	"ENSMUSG00000022263.10"	"Trio"	chr15	-	27742371	27742510	27742383	27742510	27741251	27741279
1540	"ENSMUSG00000030557.17"	"Mef2a"	chr7	-	67349848	67349921	67349868	67349921	67316791	67316982
1541	"ENSMUSG00000074358.9"	"Ccdc61"	chr7	-	18893766	18893849	18893778	18893849	18893184	18893348
1542	"ENSMUSG00000074358.9"	"Ccdc61"	chr7	-	18910132	18910398	18910342	18910398	18903781	18903939
1543	"ENSMUSG00000034842.16"	"Art3"	chr5	+	92403594	92403656	92403594	92403627	92404836	92404866
1544	"ENSMUSG00000034842.16"	"Art3"	chr5	+	92412164	92412271	92412164	92412194	92414241	92414622
1545	"ENSMUSG00000033799.10"	"Fam208b"	chr13	-	3581751	3582193	3582081	3582193	3573486	3577200
1546	"ENSMUSG00000027427.13"	"Polr3f"	chr2	+	144534298	144534411	144534298	144534376	144535940	144536084
1547	"ENSMUSG00000046679.16"	"RP23-281H4.3"	chr6	+	86438691	86438847	86438691	86438794	86443726	86443975
1548	"ENSMUSG00000026349.14"	"Ccnt2"	chr1	+	127797840	127798196	127797840	127797886	127799389	127799553
1549	"ENSMUSG00000029034.9"	"Ints11"	chr4	+	155885564	155886156	155885564	155885703	155886797	155886987
1550	"ENSMUSG00000096768.7"	"Gm47283"	chrY	+	90793295	90793680	90793295	90793417	90816348	90816464
1551	"ENSMUSG00000031169.13"	"Porcn"	chrX	-	8198205	8199152	8199066	8199152	8197974	8198085
1552	"ENSMUSG00000037974.16"	"Muc5ac"	chr7	+	141793595	141793713	141793595	141793710	141793900	141794039
1553	"ENSMUSG00000066392.11"	"Nrxn3"	chr12	+	90283571	90283659	90283571	90283650	90321935	90322641
1554	"ENSMUSG00000033498.14"	"Strc"	chr2	-	121378996	121379782	121379542	121379782	121378885	121378910
1555	"ENSMUSG00000045672.15"	"Col27a1"	chr4	+	63273066	63273111	63273066	63273103	63275927	63275981
1556	"ENSMUSG00000038664.16"	"Herc1"	chr9	+	66461699	66461920	66461699	66461899	66462828	66463097
1557	"ENSMUSG00000024188.15"	"Luc7l"	chr17	+	26252965	26254388	26252965	26253091	26255030	26255125
1558	"ENSMUSG00000019235.9"	"Rps6kl1"	chr12	-	85149623	85149908	85149653	85149908	85147745	85147870
1559	"ENSMUSG00000032557.12"	"Uba5"	chr9	-	104055182	104055274	104055189	104055274	104054353	104054458
1560	"ENSMUSG00000032557.12"	"Uba5"	chr9	-	104056873	104056983	104056904	104056983	104055802	104055889
1561	"ENSMUSG00000032557.12"	"Uba5"	chr9	-	104060158	104060307	104060217	104060307	104056873	104056983
1562	"ENSMUSG00000032557.12"	"Uba5"	chr9	-	104060158	104060307	104060222	104060307	104056873	104056983
1563	"ENSMUSG00000032557.12"	"Uba5"	chr9	-	104060217	104060307	104060222	104060307	104056873	104056983
1564	"ENSMUSG00000031558.15"	"Slit2"	chr5	+	48283387	48283545	48283387	48283518	48296408	48296563
1565	"ENSMUSG00000034532.9"	"Fbxo16"	chr14	+	65295392	65295618	65295392	65295557	65299185	65299415
1566	"ENSMUSG00000032637.15"	"Atxn2l"	chr7	-	126492757	126493001	126492811	126493001	126492443	126492608
1567	"ENSMUSG00000062647.16"	"Rpl7a"	chr2	+	26912018	26912159	26912018	26912155	26912365	26912445
1568	"ENSMUSG00000039463.14"	"Slc9a8"	chr2	+	167424118	167424649	167424118	167424297	167434781	167434862
1569	"ENSMUSG00000046230.10"	"Vps13a"	chr19	-	16744785	16744957	16744823	16744957	16742995	16743058
1570	"ENSMUSG00000026202.13"	"Tuba4a"	chr1	-	75218789	75218888	75218828	75218888	75217211	75217434
1571	"ENSMUSG00000068234.7"	"Vmn1r44"	chr6	+	89892137	89892268	89892137	89892202	89893242	89893358
1572	"ENSMUSG00000032567.15"	"Aste1"	chr9	+	105396544	105397858	105396544	105396705	105401475	105401686
1573	"ENSMUSG00000046207.14"	"Pik3r6"	chr11	+	68534192	68534283	68534192	68534271	68536103	68536226
1574	"ENSMUSG00000015966.17"	"Il17rb"	chr14	-	30004271	30004403	30004275	30004403	30003560	30003687
1575	"ENSMUSG00000021893.14"	"Capn7"	chr14	+	31360124	31361245	31360124	31360245	31363478	31363623
1576	"ENSMUSG00000039069.19"	"Mtg2"	chr2	+	180082085	180082760	180082085	180082233	180083344	180083460
1577	"ENSMUSG00000039069.19"	"Mtg2"	chr2	+	180084063	180084312	180084063	180084282	180084450	180084589
1578	"ENSMUSG00000096351.2"	"Samd11"	chr4	-	156252196	156252313	156252226	156252313	156251945	156252080
1579	"ENSMUSG00000004677.17"	"Myo9b"	chr8	+	71350134	71350195	71350134	71350189	71350926	71351048
1580	"ENSMUSG00000001065.15"	"Zfp276"	chr8	+	123258310	123258389	123258310	123258357	123259430	123259514
1581	"ENSMUSG00000013698.12"	"Pea15a"	chr1	-	172200407	172200581	172200473	172200581	172199110	172199266
1582	"ENSMUSG00000001750.15"	"Tcirg1"	chr19	-	3901890	3902556	3902343	3902556	3898979	3899119
1583	"ENSMUSG00000001750.15"	"Tcirg1"	chr19	-	3904584	3904705	3904613	3904705	3904216	3904295
1584	"ENSMUSG00000017316.13"	"Ppy"	chr11	-	102100165	102100283	102100169	102100283	102099929	102100066
1585	"ENSMUSG00000075318.12"	"Scn2a1"	chr2	+	65718937	65719030	65718937	65719021	65726327	65726448
1586	"ENSMUSG00000026253.14"	"Chrng"	chr1	+	87206074	87206403	87206074	87206214	87206467	87206512
1587	"ENSMUSG00000057836.12"	"Xlr3a"	chrX	-	73094823	73095082	73094945	73095082	73094182	73094252
1588	"ENSMUSG00000057836.12"	"Xlr3a"	chrX	-	73094823	73095082	73094960	73095082	73094182	73094252
1589	"ENSMUSG00000057836.12"	"Xlr3a"	chrX	-	73094945	73095082	73094960	73095082	73094182	73094252
1590	"ENSMUSG00000054309.9"	"Cpsf3"	chr12	+	21305302	21305469	21305302	21305455	21306772	21306881
1591	"ENSMUSG00000020549.14"	"Elac2"	chr11	+	64992220	64992359	64992220	64992354	64992438	64992524
1592	"ENSMUSG00000039021.15"	"Ttc16"	chr2	-	32774793	32775095	32775047	32775095	32774390	32774557
1593	"ENSMUSG00000040690.15"	"Col16a1"	chr4	+	130081434	130081521	130081434	130081479	130083121	130083175
1594	"ENSMUSG00000038836.15"	"Agbl3"	chr6	+	34780874	34781059	34780874	34780992	34782099	34782218
1595	"ENSMUSG00000038836.15"	"Agbl3"	chr6	+	34798193	34798332	34798193	34798321	34799132	34799909
1596	"ENSMUSG00000051113.9"	"Fam71e1"	chr7	+	44496914	44497064	44496914	44497033	44497502	44497633
1597	"ENSMUSG00000047511.6"	"Olfr1396"	chr11	-	49114821	49114874	49114825	49114874	49114418	49114549
1598	"ENSMUSG00000113268.1"	"RP24-274F15.2"	chr12	-	100096890	100097218	100097028	100097218	100076907	100077526
1599	"ENSMUSG00000006720.16"	"Zfp184"	chr13	+	21945111	21945418	21945111	21945199	21945555	21945799
1600	"ENSMUSG00000025224.14"	"Gbf1"	chr19	+	46280537	46280743	46280537	46280731	46283034	46283185
1601	"ENSMUSG00000030782.16"	"Tgfb1i1"	chr7	+	128248577	128248974	128248577	128248720	128249089	128249195
1602	"ENSMUSG00000058328.13"	"Xlr5a"	chrX	-	73117601	73117702	73117678	73117702	73115134	73115271
1603	"ENSMUSG00000037847.13"	"Nmrk1"	chr19	+	18631949	18632081	18631949	18631999	18636078	18636142
1604	"ENSMUSG00000018379.17"	"Srsf1"	chr11	+	88049042	88049215	88049042	88049092	88049976	88050095
1605	"ENSMUSG00000035086.13"	"Becn1"	chr11	-	101294965	101295164	101294969	101295164	101294000	101294147
1606	"ENSMUSG00000035086.13"	"Becn1"	chr11	-	101294965	101295164	101295034	101295164	101294000	101294147
1607	"ENSMUSG00000035086.13"	"Becn1"	chr11	-	101294969	101295164	101295034	101295164	101294000	101294147
1608	"ENSMUSG00000035086.13"	"Becn1"	chr11	-	101296193	101296316	101296257	101296316	101295533	101295624
1609	"ENSMUSG00000026924.17"	"Sec16a"	chr2	-	26415281	26415401	26415306	26415401	26414370	26414445
1610	"ENSMUSG00000044229.9"	"Nxpe4"	chr9	+	48375872	48376067	48375872	48375904	48388871	48389014
1611	"ENSMUSG00000023467.18"	"Tulp2"	chr7	+	45515417	45515570	45515417	45515556	45516238	45516376
1612	"ENSMUSG00000023467.18"	"Tulp2"	chr7	+	45516238	45516376	45516238	45516340	45516515	45516686
1613	"ENSMUSG00000023467.18"	"Tulp2"	chr7	+	45518585	45518906	45518585	45518885	45519730	45519843
1614	"ENSMUSG00000030505.17"	"Prmt3"	chr7	+	49780308	49780391	49780308	49780343	49781120	49781170
1615	"ENSMUSG00000027014.14"	"Cwc22"	chr2	-	77903795	77904034	77903813	77904034	77895765	77896578
1616	"ENSMUSG00000039205.16"	"Ciz1"	chr2	+	32363197	32363656	32363197	32363298	32363804	32363979
1617	"ENSMUSG00000039205.16"	"Ciz1"	chr2	+	32370863	32371113	32370863	32371101	32371248	32371408
1618	"ENSMUSG00000029174.18"	"Tbc1d1"	chr5	+	64279330	64279417	64279330	64279403	64281764	64282045
1619	"ENSMUSG00000037902.18"	"Sirpa"	chr2	+	129627945	129627997	129627945	129627985	129629926	129632220
1620	"ENSMUSG00000030890.16"	"Ilk"	chr7	+	105741373	105741707	105741373	105741539	105741786	105741908
1621	"ENSMUSG00000028898.15"	"Trnau1ap"	chr4	-	132321678	132321810	132321688	132321810	132319454	132319574
1622	"ENSMUSG00000063047.9"	"Zfp780b"	chr7	-	27976739	27976833	27976751	27976833	27974752	27974805
1623	"ENSMUSG00000066027.7"	"RP24-470M12.2"	chr12	-	88177073	88177649	88177501	88177649	88175596	88176439
1624	"ENSMUSG00000036377.18"	"AC166328.1"	chr5	+	76856330	76859154	76856330	76859145	76865999	76866190
1625	"ENSMUSG00000044308.17"	"Ubr3"	chr2	+	69991424	69991637	69991424	69991625	69993675	69993812
1626	"ENSMUSG00000105383.4"	"RP24-212K17.7"	chr9	-	109065127	109065799	109065212	109065799	109061531	109061668
1627	"ENSMUSG00000036315.13"	"Znrd1"	chr17	-	36957831	36957932	36957900	36957932	36957565	36957675
1628	"ENSMUSG00000013629.16"	"Cad"	chr5	+	31076673	31076886	31076673	31076703	31077092	31077218
